manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Toshiba,Tecra X40-D-10H,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.24,1865.0,Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad Y910-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Windows,10,4.6,2663.0,Nvidia,Intel,1920,1080,2.7
Micro-Star International,GT73VR Titan,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Windows,10,4.14,2729.0,Nvidia,Intel,1920,1080,2.9
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,2.2,749.01,AMD,Intel,1920,1080,2.7
Mediacom,SmartBook Edge,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.45,389.0,Intel,Intel,1920,1080,1.1
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Windows,10,1.9,1008.52,Intel,Intel,1366,768,2.6
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.49,719.0,Intel,Intel,1920,1080,2.4
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.93,1537.39,Nvidia,Intel,1920,1080,2.8
Dell,Chromebook 11,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.26,295.0,Intel,Intel,1366,768,1.6
Micro-Star International,GT80S 6QE,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Windows,10,4.5,2349.0,Nvidia,Intel,1920,1080,2.7
HP,Omen 17-AN010nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,1498.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T460s,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4,1673.0,Intel,Intel,1920,1080,2.6
Lenovo,Ideapad 320-15IKBR,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12,1TB HDD,Windows,10,2.2,609.0,Intel,Intel,1366,768,1.8
Asus,ROG Strix,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.73,1770.0,Nvidia,Intel,1920,1080,2.5
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.2,739.0,Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512GB SSD,Windows,10,2.2,949.0,AMD,AMD,1920,1080,3.6
Dell,Inspiron 3179,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4,128GB SSD,Windows,10,1.39,603.0,Intel,Intel,1366,768,1.0
Samsung,Notebook Odyssey,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.5,1699.0,Nvidia,Intel,1920,1080,2.8
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,2.8,529.0,Intel,Intel,1920,1080,2.0
Lenovo,IdeaPad 110-15ISK,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8,1TB HDD,Windows,10,2.29,459.0,Intel,Intel,1366,768,2.3
Lenovo,ThinkPad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.37,2025.0,Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad T470p,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,1.7,1474.0,Intel,Intel,1920,1080,2.5
Dell,Latitude 5289,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.34,1670.0,Intel,Intel,1920,1080,2.5
Dell,Precision 3520,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.06,1763.0,Nvidia,Intel,1920,1080,2.8
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.84,1219.0,Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.1,668.48,Intel,Intel,1366,768,2.4
Acer,Aspire 1,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB Flash Storage,Windows,10,1.6,329.0,Intel,Intel,1920,1080,1.1
Micro-Star International,Laptop MSI,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Windows,10,4.14,2199.0,Nvidia,Intel,1920,1080,2.7
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Linux,Version Unknown,2.18,465.0,AMD,Intel,1366,768,2.0
Micro-Star International,GS63VR 7RF,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Windows,10,1.8,2299.0,Nvidia,Intel,3840,2160,2.8
Toshiba,Tecra Z50-C-144,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,2.2,1399.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Windows,10,2.4,564.0,Intel,Intel,1920,1080,2.5
Lenovo,Yoga 720-15IKB,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.0,1299.0,Intel,Intel,1920,1080,2.8
Acer,Swift SF114-31-P5HY,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Windows,10,1.6,349.0,Intel,Intel,1366,768,1.6
Lenovo,Thinkpad P51,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1TB SSD,Windows,10,2.5,4899.0,Nvidia,Intel,3840,2160,3.1
Dell,Inspiron 7559,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Windows,10,2.59,879.01,Nvidia,Intel,1920,1080,2.6
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.18,443.9,Intel,Intel,1366,768,2.0
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Linux,Version Unknown,2.25,359.0,Intel,Intel,1366,768,2.0
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Linux,Version Unknown,1.93,869.0,Intel,Intel,1366,768,2.6
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,3.0,1168.0,Nvidia,Intel,1920,1080,2.8
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Linux,Version Unknown,2.18,569.0,AMD,Intel,1920,1080,2.5
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.84,1389.0,Intel,Intel,1920,1080,2.7
Micro-Star International,GT62VR 7RE,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.94,2267.86,Nvidia,Intel,1920,1080,2.8
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.25,379.0,Intel,Intel,1366,768,1.6
HP,ProBook 650,14.0,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,2.31,1124.0,Intel,Intel,1366,768,2.6
Lenovo,ThinkPad T470,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.65,1465.0,Intel,Intel,1920,1080,2.3
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.2,776.0,AMD,Intel,1920,1080,1.6
Fujitsu,LifeBook A557,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.2,799.0,Intel,Intel,1366,768,2.5
HP,EliteBook 850,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,1.88,932.0,Intel,Intel,1366,768,2.3
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.2,899.0,Nvidia,Intel,1920,1080,2.7
Mediacom,SmartBook 140,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32GB Flash Storage,Windows,10,1.4,239.0,Intel,Intel,1920,1080,1.44
Lenovo,IdeaPad 320-15IKBN,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128GB SSD,No OS,Version Unknown,2.2,468.0,Intel,Intel,1920,1080,2.5
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Windows,10,1.5,639.01,Intel,Intel,1920,1080,2.5
Dell,XPS 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.0,1820.0,Nvidia,Intel,1920,1080,2.8
Asus,ZenBook 3,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.1,1900.0,Intel,Intel,1920,1080,2.7
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.62,1479.0,Nvidia,Intel,1920,1080,2.8
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,1.8,829.0,Intel,Intel,1920,1080,1.6
Lenovo,Ideapad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.2,579.0,Nvidia,Intel,1920,1080,2.0
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,1TB HDD,Windows,10,2.0,399.0,Intel,Intel,1366,768,1.1
Asus,VivoBook Pro,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,1.99,906.62,Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.23,1869.0,Intel,Intel,3200,1800,1.6
Lenovo,IdeaPad 100S-14IBR,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Windows,10,1.42,249.0,Intel,Intel,1366,768,1.6
Lenovo,Thinkpad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.37,1757.42,Intel,Intel,1920,1080,2.7
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Windows,10,2.06,2399.0,Nvidia,Intel,3840,2160,2.8
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1109.0,Nvidia,Intel,1920,1080,2.8
HP,17-AK091ND (A9-9420/8GB/1TB/W10),17.0,1600x900,AMD A9-Series 9420 3GHz,8,1TB HDD,Windows,10,2.6,520.9,AMD,AMD,1600,900,3.0
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.14,2450.0,Intel,Intel,1920,1080,2.7
Asus,ROG GL553VE-FY022,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,No OS,Version Unknown,2.5,1169.0,Nvidia,Intel,1920,1080,2.8
Acer,Extensa EX2540,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.4,450.0,Intel,Intel,1366,768,2.0
Lenovo,IdeaPad 100S-14IBR,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Windows,10,1.43,274.0,Intel,Intel,1366,768,1.6
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.8,919.0,Intel,Intel,1920,1080,2.5
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Windows,10,1.95,2599.0,Nvidia,Intel,1920,1080,2.8
Toshiba,Portege Z30-C-16J,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1213.0,Intel,Intel,1920,1080,2.3
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.36,1584.0,Intel,Intel,1920,1080,2.7
Asus,ROG G701VI,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD,Windows,10,3.8,2799.0,Nvidia,Intel,1920,1080,2.7
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.4,709.0,Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.2,1449.9,Intel,Intel,1920,1080,1.6
Micro-Star International,GL62M 7REX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1191.8,Nvidia,Intel,1920,1080,2.8
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,1.86,364.9,Intel,Intel,1366,768,2.0
Toshiba,Tecra A50-D-11M,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,2.0,1064.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.2,919.0,AMD,Intel,1920,1080,1.8
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.2,1135.0,AMD,Intel,1920,1080,1.8
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,3.31,1196.0,Nvidia,Intel,1920,1080,2.6
Dell,Alienware 17,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Windows,10,4.42,3147.37,Nvidia,Intel,3840,2160,2.8
Dell,Latitude E7470,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.56,1229.0,Intel,Intel,1920,1080,2.4
Lenovo,Ideapad 320-15IAP,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Windows,10,2.2,419.0,Intel,Intel,1366,768,1.1
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.2,535.0,Intel,Intel,1920,1080,2.3
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1TB HDD,Windows,10,2.04,539.0,AMD,Intel,1920,1080,2.0
Micro-Star International,GP72VR Leopard,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1486.77,Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128GB SSD,Windows,10,2.1,498.0,Intel,Intel,1366,768,2.1
Dell,Latitude 3580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.06,955.0,Intel,Intel,1920,1080,2.5
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.1,745.0,AMD,Intel,1920,1080,2.7
Toshiba,Tecra Z50-D-10E,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.0,1258.0,Intel,Intel,1920,1080,2.5
Acer,Aspire 3,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Linux,Version Unknown,2.1,412.0,Intel,Intel,1366,768,2.0
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10 S,1.252,1867.85,Intel,Intel,2256,1504,2.8
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,1.9,817.95,AMD,Intel,1920,1080,2.5
Lenovo,Yoga 720-13IKB,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.3,1034.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15AST,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,Windows,10,2.2,349.0,AMD,AMD,1366,768,2.2
HP,Pavilion X360,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.63,699.0,Nvidia,Intel,1920,1080,2.4
Micro-Star International,GP62 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.4,1294.0,Nvidia,Intel,1920,1080,2.8
Asus,Zenbook 3,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1,1135.0,Intel,Intel,1920,1080,2.5
HP,Chromebook X360,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,Chrome OS,Version Unknown,1.4,495.0,Intel,Intel,1366,768,1.1
LG,Gram 15Z975,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.09,2299.0,Intel,Intel,1920,1080,1.8
Acer,Aspire VX5-591G,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Windows,10,2.5,1299.0,Nvidia,Intel,1920,1080,2.5
Micro-Star International,GV62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.2,997.9,Nvidia,Intel,1920,1080,2.5
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Windows,10,1.86,419.0,Intel,Intel,1366,768,1.1
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,Windows,10,3.21,2051.0,Nvidia,Intel,1920,1080,2.5
HP,17-bs000nv I3,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,Windows,10,2.5,699.0,AMD,Intel,1920,1080,2.0
Lenovo,Yoga 730,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.19,1499.0,Intel,Intel,1920,1080,1.8
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Windows,10,3.49,2813.75,Nvidia,Intel,1920,1080,2.9
HP,250 G6,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.86,612.61,AMD,Intel,1366,768,2.5
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.2,545.67,AMD,Intel,1366,768,2.0
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,Windows,10,2.65,569.0,AMD,AMD,1920,1080,2.4
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Windows,10,2.1,318.0,Intel,Intel,1366,768,1.6
Acer,Chromebook 14,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.45,375.0,Intel,Intel,1366,768,1.6
Lenovo,IdeaPad 520s-14IKB,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.7,699.0,Intel,Intel,1920,1080,2.5
HP,ZBook 17,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Windows,10,3.14,1907.99,Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad X1,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.42,2590.0,Intel,Intel,2560,1440,2.7
Toshiba,Satellite Pro,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.5,973.0,Intel,Intel,1920,1080,2.5
Acer,TravelMate B117-M,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Windows,10,1.4,269.0,Intel,Intel,1366,768,1.6
Lenovo,Yoga 910-13IKB,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.38,1749.0,Intel,Intel,1920,1080,2.7
Asus,Chromebook Flip,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Chrome OS,Version Unknown,1.2,669.0,Intel,Intel,1920,1080,0.9
Toshiba,Portege Z30T-C-133,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,10,1.36,1877.0,Intel,Intel,1920,1080,2.5
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Windows,10,2.1,689.0,AMD,Intel,1920,1080,2.7
Dell,Inspiron 5577,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,2.56,819.0,Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15AST,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB SSD,Windows,10,2.2,399.0,AMD,AMD,1920,1080,2.9
Lenovo,IdeaPad 320-15ABR,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,Windows,10,2.2,429.0,AMD,AMD,1366,768,3.6
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,Windows,10,2.1,621.45,Intel,Intel,1920,1080,2.5
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,1.9,450.0,Intel,Intel,1366,768,2.0
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,795.0,Intel,Intel,1920,1080,2.5
Acer,Spin 5,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.6,999.0,Intel,Intel,1920,1080,1.6
Lenovo,ThinkPad P51s,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,7,2.18,1855.0,Nvidia,Intel,1920,1080,2.5
Lenovo,Thinkpad T460p,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Windows,10,1.8,1191.0,Intel,Intel,1920,1080,2.3
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,Windows,10,2.71,655.01,AMD,AMD,1920,1080,2.5
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1249.0,Nvidia,Intel,1920,1080,2.8
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Linux,Version Unknown,1.64,1089.0,Nvidia,Intel,1920,1080,2.8
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Linux,Version Unknown,1.98,726.0,Intel,Intel,1920,1080,2.5
Asus,VivoBook E403NA,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,298.0,Intel,Intel,1920,1080,1.1
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Windows,10,1.93,1426.66,Intel,Intel,1920,1080,2.6
Lenovo,Thinkpad E470,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.87,857.07,Nvidia,Intel,1920,1080,2.5
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.9,1179.0,Intel,Intel,1920,1080,2.6
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB HDD,Windows,10,2.19,298.0,AMD,AMD,1366,768,2.0
Mediacom,Smartbook 142,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32GB HDD,Windows,10,1.4,265.0,Intel,Intel,1920,1200,1.92
