organization_id,name,website,country,description,founded,industry,number_of_employees
8F48CaB85Ee2DC5,Lynch Inc,https://www.tanner.com/,Jersey,Synchronized optimal open architecture,2011,Computer / Network Security,2050
4c0ab3fc0Bd3e59,Brennan LLC,https://keith.com/,Ghana,Multi-layered regional approach,1996,Performing Arts,2037
cC249C3837eBE42,Compton LLC,https://cowan.net/,Tonga,Extended homogeneous hub,1997,Industrial Automation,2011
DC47da5dBD7F9a7,Rocha-Snyder,https://www.campos.org/,Guatemala,Focused zero-defect leverage,1986,Machinery,2008
91ba1665eEb4D22,"Cohen, Saunders and Curtis",https://todd.com/,Albania,Cloned modular benchmark,1972,Other Industry,1999
85c367eC9bd73CB,Arellano-Kemp,http://www.mcclure.com/,Saint Pierre and Miquelon,Horizontal clear-thinking info-mediaries,1971,Medical Equipment,1993
fa5c0d0BB84dfBe,"Mejia, Woods and Austin",https://wong.net/,Tuvalu,Synchronized global process improvement,2010,Alternative Dispute Resolution,1987
CC5198A07DcfCFe,"Snyder, Gordon and Merritt",https://hale.info/,Malawi,Stand-alone tertiary frame,1982,Management Consulting,1982
ab2BFeC96f40b9b,"Guerra, Mays and Alvarado",http://www.wilkins.net/,India,Implemented 24hour orchestration,2019,Fine Art,1971
F6bD3aDFAeddFDE,"Frost, Orr and Odonnell",https://www.leach.net/,Sierra Leone,Multi-lateral high-level process improvement,1998,Farming,1951
f7ADc494C906Cc8,"Cantrell, Cervantes and Foster",http://mcconnell.com/,Tanzania,Switchable reciprocal focus group,2007,Furniture,1915
a079E193B967d3c,Brooks-Riggs,https://www.williamson-murray.org/,Tunisia,Face-to-face intermediate collaboration,1982,Maritime,1912
B98b5b8944c73CD,Liu Inc,http://www.escobar-henry.com/,Holy See (Vatican City State),Devolved encompassing hardware,1986,Automotive,1905
446B3aD08A2FfDd,"Bright, Randolph and Romero",https://www.washington.com/,Namibia,Face-to-face non-volatile approach,1987,Sporting Goods,1904
5BF4D472D771bd2,Ford-Stanton,https://sawyer-norton.biz/,Falkland Islands (Malvinas),Upgradable reciprocal complexity,2005,Wholesale,1903
eA78bec48c0fBCe,"Blevins, Love and Banks",http://knight-stevenson.com/,Samoa,Multi-layered needs-based solution,1977,Renewables / Environment,1891
71CB5bb4c0E418f,Roman Ltd,https://gardner.com/,Mauritius,Centralized neutral budgetary management,2019,Transportation,1888
83E82BCddD89CB1,King-Weaver,https://www.gay-fox.com/,Sri Lanka,Managed modular matrices,2019,Alternative Dispute Resolution,1888
7dB53b8Ca40AB0D,"Hopkins, Shea and Bishop",https://www.wolfe.com/,Bouvet Island (Bouvetoya),Advanced web-enabled focus group,2014,Venture Capital / VC,1878
9D3Ec64eBDc768E,Jenkins Inc,https://evans.com/,Zimbabwe,Visionary radical approach,2019,Renewables / Environment,1864
a5a4bbCb9221Beb,House-Mueller,http://www.bradford-marks.com/,Mayotte,Vision-oriented bandwidth-monitored utilization,2015,Printing,1859
513f535882AFD7D,Turner-Brennan,http://barnes.info/,Guyana,Focused encompassing flexibility,1972,Packaging / Containers,1852
702ce2294FEb1a9,Griffith Group,http://www.brock.info/,Djibouti,Monitored disintermediate adapter,2009,Furniture,1839
D9Df1ddb55CEd8b,"Flowers, Levy and Wallace",http://mosley.biz/,United States Minor Outlying Islands,Profound needs-based hub,1976,Chemicals,1831
899bB7fFb24dB4f,Ward-Hull,http://www.rich-cuevas.net/,Nigeria,Implemented didactic circuit,1992,Legislative Office,1820
BaB1Df6EAa15de3,English Ltd,https://www.hahn.com/,Marshall Islands,Multi-tiered disintermediate policy,1970,Recreational Facilities / Services,1820
A5eFE944AF3a2Cc,Chan-Coffey,https://morris.org/,Suriname,Customer-focused regional collaboration,1986,Civic / Social Organization,1818
CaD9CFce4E830Ea,Howard-Patton,http://mcbride-lutz.com/,Slovenia,Front-line static ability,1994,Legislative Office,1808
081ABB2Bd2ebFD7,Adkins-Walters,https://www.hernandez-allison.net/,Malawi,Multi-channeled homogeneous moratorium,1994,Sports,1790
9e9d7dd6fC1dbc5,Hubbard-Clements,https://pollard-davidson.info/,Slovenia,Virtual demand-driven complexity,2015,Warehousing,1787
b8CF10dF1624bd1,"Byrd, Baker and Walsh",http://snow-reynolds.net/,Nigeria,Distributed asynchronous standardization,2005,Facilities Services,1786
8c4d487caBCE6e9,Mcclain-Wilcox,https://www.nash.com/,Cameroon,Networked motivating structure,1981,Pharmaceuticals,1740
E91f1F8A749dDaf,Caldwell Inc,https://www.riley-hudson.com/,Morocco,Open-source hybrid analyzer,2008,Library,1729
5A1ABAaD8cF84Dc,"Adkins, Stewart and Lara",https://allison-blankenship.com/,Cuba,Streamlined directional capability,1988,Renewables / Environment,1715
a3bb544c4f950e5,Hunt Ltd,http://www.fritz.com/,Bahrain,Assimilated optimizing system engine,1977,Primary / Secondary Education,1693
534b4DCEB8CdECB,Gregory LLC,https://www.rich.com/,United States of America,Reduced fresh-thinking strategy,1979,Textiles,1682
EbcdB3f8D9Ac4a0,"Schaefer, Graham and Valdez",https://www.ochoa.net/,United Arab Emirates,Ameliorated 24/7 monitoring,2010,Chemicals,1681
E7e0EfaACc8122d,"Copeland, Booth and Patrick",http://cox-mann.com/,China,Integrated systemic task-force,1975,Logistics / Procurement,1623
9ec666e820D8B6c,Clements Group,https://www.parker-velez.net/,Guinea,Expanded global leverage,2017,Outsourcing / Offshoring,1615
51Ccd5cdfdbA968,Morrison-Ramos,http://www.ray-johnson.info/,Korea,Synergized bi-directional algorithm,1988,Consumer Services,1587
3ee4fbFFa7150bc,Rodgers LLC,http://www.butler-barron.org/,Congo,Extended system-worthy project,1980,Executive Office,1587
b5811214D6a5dA3,Bridges Ltd,https://www.galloway.com/,Tuvalu,Networked explicit utilization,1997,International Trade / Development,1583
7ade65D42Df0D0f,Morse and Sons,http://www.santiago.com/,Serbia,Synergized 6thgeneration product,1975,Gambling / Casinos,1580
8DcdEAcaB4DF193,"Park, Gross and Kirk",https://forbes.com/,San Marino,Persistent 5thgeneration budgetary management,1973,Aviation / Aerospace,1561
C662BcEFcDcBFd0,"Khan, Trevino and Armstrong",http://www.griffith.net/,Uzbekistan,Cloned neutral synergy,1985,Legal Services,1559
f51c59F3DAAADA6,Keith-Mora,http://www.beck.com/,Uganda,Assimilated user-facing Graphic Interface,1976,Music,1555
bec776b6C8Ce1Ac,"Potter, Murillo and Garza",https://www.bruce.com/,Algeria,Synchronized transitional focus group,1977,Music,1552
a42dEAFEEFCD41F,Shields LLC,https://www.villarreal.info/,Saudi Arabia,Decentralized real-time utilization,2005,Sports,1547
61ff50b0CaEcE58,Allison PLC,http://cisneros.com/,France,Intuitive explicit pricing structure,1993,Maritime,1545
D75feA9c63BB7D9,Galloway-Williamson,https://barrett.com/,Libyan Arab Jamahiriya,Upgradable attitude-oriented structure,1975,Animation,1512
5107ad80B54AFdF,"Roberson, Fuller and Oneill",http://vega.org/,United Kingdom,Quality-focused secondary policy,1988,Government Administration,1501
0A2Ece7AE80f8A1,Wells Group,http://www.petty.com/,Marshall Islands,Exclusive fresh-thinking portal,2021,Maritime,1464
C32b949fbEf9De1,Hutchinson-Leblanc,http://lamb-cameron.com/,Tuvalu,Advanced modular concept,2007,Wine / Spirits,1431
35762be17cA3D47,Howe and Sons,https://www.nunez.com/,Cocos (Keeling) Islands,Future-proofed didactic middleware,2007,Logistics / Procurement,1424
f6025BcBbd3953e,Jennings-Drake,https://cordova.biz/,Cambodia,Total explicit projection,1977,Leisure / Travel,1422
2c676BfB58d9907,"Humphrey, Holloway and Lutz",https://www.oneill.org/,Gabon,Managed homogeneous instruction set,1982,Museums / Institutions,1419
ACC61A49398bDD4,Collier-Howe,http://pratt.com/,American Samoa,Polarized high-level complexity,1972,Education Management,1416
e3B672feED6ECbA,Todd-Mccarty,http://www.bradford.com/,Guinea-Bissau,Upgradable intangible application,1984,Performing Arts,1416
E86E20273da5dA7,Dixon Ltd,http://soto.com/,Jordan,Implemented web-enabled software,2018,Philanthropy,1397
BBBc6F2b5B4BEaF,Choi-Briggs,http://conway.com/,Saint Kitts and Nevis,Streamlined dynamic installation,2010,Computer Software / Engineering,1377
9eEB46CbF04EEFF,"Beltran, Flores and Kelley",http://www.mcclain.org/,Argentina,Monitored optimal array,1970,Railroad Manufacture,1371
4eB2ba5BDadcAbb,Snyder Group,http://www.harper.org/,Estonia,Optimized stable open system,1998,Commercial Real Estate,1363
c2Ac9Fb81bBfCFd,Duarte-Boone,http://www.gibbs-petersen.com/,Sierra Leone,Expanded mission-critical standardization,2010,Gambling / Casinos,1363
EEf6db5cCece24A,Huynh and Sons,https://christian.com/,Swaziland,User-centric mission-critical knowledgebase,1993,Furniture,1359
F7c7DfFB1d299cA,Morris Ltd,http://potter-lutz.com/,Tonga,Persevering zero tolerance forecast,2000,Outsourcing / Offshoring,1351
9BA1b6d24a8fed9,"Mcdaniel, Cunningham and Buck",http://archer-acosta.com/,Uruguay,Future-proofed needs-based benchmark,2016,International Affairs,1346
F26d5291f783AF6,Daugherty LLC,https://www.madden.com/,Taiwan,Future-proofed 4thgeneration knowledgebase,2012,Wholesale,1344
CCb6A3bcCCd8BD0,Ballard-Benjamin,https://www.torres.com/,Gambia,Future-proofed transitional initiative,1984,Consumer Electronics,1339
6bC62F2c0fcfb43,"Horne, Hartman and Flowers",http://www.erickson.net/,Lebanon,Profound homogeneous throughput,1970,Internet,1312
a0bbB5aB97FE257,Robinson PLC,https://www.manning-barron.com/,Canada,Function-based analyzing benchmark,2003,Broadcast Media,1310
02Fce43cb656920,"Dickerson, Dennis and Decker",http://www.stout-schneider.com/,San Marino,Digitized even-keeled system engine,1990,Oil / Energy / Solar / Greentech,1306
ecbDde6BAAcE59e,Hickman LLC,http://www.bender.com/,Nigeria,Versatile interactive throughput,2011,Industrial Automation,1282
cA2BAEFAD32de2e,Woodard Group,http://bradshaw.com/,South Africa,Front-line neutral projection,1994,Ranching,1257
ea75cD979Ec705F,Bowen-Shaw,https://www.shannon.com/,Cook Islands,Vision-oriented mobile interface,1987,Medical Equipment,1243
Bbd8aa10dDeb16B,Branch-Cross,https://www.cohen.com/,Guam,Secured asynchronous budgetary management,1990,Investment Banking / Venture,1228
Bd5E1A9A3F0f95A,Riddle-Griffith,http://boyd.com/,Angola,Balanced client-server matrix,1972,Fishery,1213
53b148AfFae7F4c,"Case, Luna and Ballard",https://www.odonnell.com/,Korea,Customer-focused reciprocal circuit,1976,Market Research,1202
dc3eabeb28FCfE2,"Daniel, Mcintosh and Dickson",https://www.austin-richards.com/,Netherlands,Distributed next generation algorithm,2002,Library,1201
eA97bd8ba314e13,"Irwin, Contreras and Mann",http://www.serrano.com/,Singapore,Progressive modular alliance,1989,Market Research,1191
2dc933BD78EfECA,Schroeder LLC,https://case-jacobson.org/,Kenya,Innovative web-enabled application,1979,Transportation,1185
D214D152BdF2F3D,Hood-Becker,http://www.houston.org/,Botswana,Automated methodical Graphical User Interface,2004,Human Resources / HR,1175
f23Aac06f6aa721,Hale-Hurley,http://rollins.info/,New Caledonia,Open-architected incremental structure,1998,Fundraising,1151
E84E97Db7bFADED,Hobbs Group,https://bailey.com/,Brunei Darussalam,Polarized client-driven migration,1999,Logistics / Procurement,1145
6Df0aE5c6992eb7,Rush PLC,https://welch-ward.com/,Saint Barthelemy,Pre-emptive regional frame,2009,Government Relations,1141
b9f7DCE0f4F1aB4,Garza-Obrien,http://www.page.com/,Nepal,Enhanced 4thgeneration emulation,2014,Machinery,1137
10F36ADe6f82dFE,Osborn-Howard,https://singh-gibbs.com/,Liberia,Inverse optimal core,1999,Newspapers / Journalism,1133
bEbDBffB7a060b6,"Gaines, Gomez and Madden",http://www.waters.com/,Israel,Triple-buffered empowering strategy,2008,Oil / Energy / Solar / Greentech,1132
2e115d638A08555,"Henry, Mendoza and Holder",https://villegas-odom.com/,Yemen,Devolved local productivity,2014,Renewables / Environment,1126
4b0Ff29BAc3B2FC,"Moran, Nichols and Kelly",http://irwin.com/,Solomon Islands,Adaptive tertiary data-warehouse,1970,Alternative Medicine,1124
DcFdAc12Eca9f34,Adams and Sons,https://www.paul.biz/,Philippines,Organized motivating protocol,1987,Computer / Network Security,1107
8B901f70eAF1BBE,Chaney-Kent,https://edwards-gutierrez.com/,Hungary,Expanded analyzing Graphic Interface,1972,Professional Training,1075
5BdfDFBc17850BA,"Atkinson, Good and Burns",http://www.clark.com/,Western Sahara,Extended 6thgeneration monitoring,2005,Shipbuilding,1066
86AFFA2FDfe752A,Farley LLC,http://burns-bartlett.com/,United States Virgin Islands,Stand-alone local installation,2014,Judiciary,1055
C3Ba071A2Bb4d6F,"Bolton, Diaz and Kent",http://www.luna.net/,Bolivia,Persistent demand-driven architecture,1999,Information Services,1053
c18b4aaD9AdF4cF,Donaldson Group,https://www.horton.biz/,Belarus,Streamlined coherent functionalities,2016,Shipbuilding,1027
0a3Ca1E9C01BAAE,Barber LLC,http://roth-riley.com/,Antarctica (the territory South of 60 deg S),Distributed tangible productivity,1998,Insurance,1021
617EB4Da0D0Ade5,Griffith-Reyes,https://www.burnett.com/,Tokelau,Devolved systemic parallelism,1984,E - Learning,1020
EDC90b41FFaa6dE,Vaughn-Tran,https://www.singleton.com/,Serbia,Compatible static conglomeration,1976,Online Publishing,1018
b0e3302F6101261,"Yates, Best and Zuniga",https://www.chavez.net/,Trinidad and Tobago,Multi-lateral local infrastructure,2001,Food Production,1009
53a8263EDeC77Ba,Blair LLC,http://www.valdez-young.info/,Libyan Arab Jamahiriya,Compatible even-keeled artificial intelligence,2006,Market Research,989
fE8bBB899EFcB06,"Caldwell, Shaffer and Woods",https://haney.info/,British Virgin Islands,Diverse context-sensitive solution,1974,Health / Fitness,959
3D41753AADAc2FB,Mueller Group,https://www.nichols.com/,Albania,Function-based value-added moratorium,1972,Graphic Design / Web Design,956
334B91221694B23,Stephens Group,http://www.howe-hays.com/,Comoros,Vision-oriented discrete contingency,1983,Fundraising,953
5B0626bfA0EcbE4,"Ayers, Andrews and Branch",http://www.terrell-wood.com/,Ukraine,Secured transitional support,2009,Online Publishing,934
521B3D4a4BE241E,Meadows-Macias,https://www.maynard.info/,Costa Rica,Reduced heuristic capacity,2006,Transportation,904
97c26f0A0DBC10C,"Miranda, Bell and Sanders",http://www.bean.com/,Liberia,Virtual radical parallelism,1995,Fine Art,895
ec2DAe361f8bb30,Rogers Inc,http://ray-hinton.com/,British Virgin Islands,Extended value-added core,1979,Hospitality,886
BC470CFbb6ec176,Hicks PLC,http://www.fox-bowman.com/,Saint Lucia,Robust value-added superstructure,1979,Security / Investigations,880
529e8D003d34c28,"Newman, Medina and Luna",http://www.curtis.com/,Korea,Reduced logistical benchmark,1971,Think Tanks,876
f8a35a4b5d7B2C1,"Best, Mckay and Guerrero",http://andrade.com/,Chad,Enterprise-wide encompassing Graphical User Interface,2020,Building Materials,871
bcF355a517CB541,"Decker, Wang and Barajas",http://smith.com/,French Southern Territories,Open-architected uniform throughput,1981,Commercial Real Estate,871
dEE2ebD7E3caC97,Allison-Spears,http://estrada-zhang.com/,Egypt,Extended static ability,2008,Broadcast Media,869
Bed9fEADDC70a6c,Singh-Bartlett,https://www.forbes-joyce.com/,Slovenia,Digitized optimizing time-frame,1988,Wireless,866
979Fc3e02c5f6FC,"Zhang, Sosa and Ayala",http://conrad.com/,Palestinian Territory,Object-based 4thgeneration website,1987,Military Industry,859
d2B69eFEdFF6f87,Garcia Group,https://bender-winters.com/,Congo,Multi-tiered bifurcated Graphic Interface,1983,Real Estate / Mortgage,818
50A5cfCDED6ad6a,Stone Inc,http://www.blankenship.info/,Cote d'Ivoire,Triple-buffered web-enabled moderator,1984,Alternative Medicine,816
dB02Cc4a21Dbda7,"Short, Stark and Anthony",https://yang.biz/,Syrian Arab Republic,De-engineered reciprocal knowledge user,1978,Religious Institutions,811
4d6a2a19bf95Fc4,"Hurst, Camacho and Gill",http://www.beard-little.com/,China,Mandatory encompassing system engine,1981,Venture Capital / VC,802
CFFbc964C8c205D,Hernandez Ltd,http://todd.info/,Indonesia,Cloned tangible solution,2003,Environmental Services,795
08BCcf6Da86fbA2,Becker-Mann,http://www.mcpherson-harvey.com/,Congo,Customizable uniform capability,1973,Farming,795
8AEc5b28dEfbCc6,Nichols-Maynard,http://www.walter-parrish.com/,Martinique,Reverse-engineered local infrastructure,1977,Photography,779
BeeF0bF7cABe089,Macdonald Group,https://gutierrez-robles.com/,Antigua and Barbuda,Multi-layered fresh-thinking website,2016,Individual / Family Services,778
907676d61B5FCE3,"Molina, Alexander and Reilly",https://conrad.com/,Svalbard & Jan Mayen Islands,Re-engineered multimedia capability,1993,Construction,765
0daFfd6b62b2Ddc,Wilkins-Bright,https://moody.biz/,Philippines,Universal uniform structure,1979,Restaurants,751
CDC3230b0a7FaA5,Frye and Sons,https://hughes.net/,Vietnam,Innovative global contingency,2003,Library,746
bfCDDA5fcd1719E,Clay-Bentley,https://lambert.net/,Madagascar,Visionary disintermediate functionalities,1999,Venture Capital / VC,734
4EB9d3E5cF79b91,"Bernard, Payne and Spencer",http://williamson.net/,Afghanistan,Polarized dynamic projection,1990,Transportation,730
E7A2a45EfbCcD6A,Wu-Murray,https://www.guerrero.com/,Pitcairn Islands,User-centric 24/7 encoding,2008,Veterinary,728
1A1B5789e3EaeBe,Finley Ltd,http://www.medina.com/,Portugal,Triple-buffered web-enabled complexity,2000,Recreational Facilities / Services,728
A1Fd7C8D8bD67aC,Gross-Duncan,http://haley.com/,Somalia,Quality-focused tangible product,2017,Cosmetics,723
dCA30bEc2E880F8,Ramos-Kemp,http://page.com/,Montserrat,Enterprise-wide modular extranet,1979,Ranching,699
de522D9F7c50309,Lyons-Meyer,https://www.lara-skinner.net/,Turks and Caicos Islands,Ameliorated zero tolerance portal,1999,Food Production,695
4c99A0E9FF8ED03,Gonzales-Schneider,https://chavez.com/,Timor-Leste,Triple-buffered asymmetric structure,1989,Oil / Energy / Solar / Greentech,687
bfbafA179E73bE7,Bates PLC,http://www.grant.com/,New Zealand,Inverse non-volatile archive,1984,Religious Institutions,674
eE4AA1DC0265e0e,Dennis-Bridges,https://www.woods.com/,Antarctica (the territory South of 60 deg S),Front-line human-resource solution,1991,Translation / Localization,648
6a390f1BDcCFB4a,Holloway-Ali,https://www.ferguson.com/,Russian Federation,Enhanced multimedia database,2001,Library,648
A11b2cc54eAE95b,Fuentes Ltd,http://berry.com/,Bhutan,Mandatory scalable structure,2019,Industrial Automation,643
6fcB10dA7E6f9Df,Hood Ltd,http://www.berry.com/,Cote d'Ivoire,Customer-focused 4thgeneration Graphical User Interface,1972,Machinery,640
65D404Ef2f8c294,Bradford and Sons,http://www.knapp-randolph.org/,Suriname,Managed upward-trending encryption,2010,Veterinary,622
Faab8cD18652E38,Mcknight-Brewer,https://buckley-rowe.info/,South Georgia and the South Sandwich Islands,Centralized tangible system engine,2012,Health / Fitness,604
5E94b45Be9da540,Price and Sons,https://www.combs.com/,Iceland,Ergonomic fault-tolerant knowledge user,1989,Consumer Services,599
4e32ECD9BDF968E,"Riley, Ortiz and Shelton",https://lewis.info/,Peru,Multi-layered 3rdgeneration database,1988,Consumer Electronics,597
b660c6fFcBEdEe4,Jensen Group,http://www.marks.com/,Peru,Programmable context-sensitive initiative,2013,Consumer Services,569
7c8753fDe02D1a1,Holloway LLC,https://gonzalez.com/,Malawi,Extended asynchronous moderator,2019,Investment Banking / Venture,561
0FAfCa3DCbdb5C5,Baxter-Morgan,https://www.parsons.org/,Saudi Arabia,Balanced value-added access,2005,Paper / Forest Products,545
fBE5c3EC42Ef478,George-Ramirez,http://winters.biz/,Mexico,User-friendly multimedia encoding,2018,International Trade / Development,522
2D2dDf75458FEFF,Nelson PLC,http://fuentes.com/,Zimbabwe,Horizontal upward-trending collaboration,2000,Maritime,511
6A4b8db76DFE7c8,Chase Inc,https://www.gates-middleton.com/,Saint Martin,Re-contextualized dedicated artificial intelligence,2016,Financial Services,505
656Fb1d3f3e8C27,Valencia Group,https://www.whitney.biz/,Seychelles,Customizable secondary secured line,1999,Higher Education / Acadamia,499
CAf6DBd3B21A807,Mooney and Sons,https://strong-li.com/,Saint Lucia,Synergistic non-volatile challenge,2004,Renewables / Environment,488
eCB7Aae9A6cB36D,Skinner PLC,https://spears.com/,Anguilla,Front-line next generation algorithm,2006,Legal Services,485
Bf1cc30FEBed38C,Guzman PLC,http://marsh-callahan.info/,Antarctica (the territory South of 60 deg S),Optimized contextually-based model,1987,Judiciary,481
246d8De4cadAdea,Jacobson Inc,https://love-horton.com/,Peru,Fundamental 3rdgeneration website,2016,Broadcast Media,451
eBF8A3c04CaAf0e,Lopez PLC,https://www.mclaughlin-glass.com/,Tonga,Versatile hybrid collaboration,1995,E - Learning,444
94FCA153474415b,Walter and Sons,https://hull.com/,Nigeria,Synergistic bifurcated complexity,2014,Information Technology / IT,440
089aec7Dc0e8E4e,Kidd PLC,http://friedman.com/,Sweden,Right-sized directional system engine,1998,Publishing Industry,434
DC6d6E7Ea7deAbd,Henson Ltd,https://www.conway.com/,Heard Island and McDonald Islands,Decentralized 6thgeneration Graphical User Interface,2010,Photography,406
202711f5928a3Ce,Hartman Ltd,http://melton-sharp.com/,Nigeria,Down-sized coherent array,1996,Supermarkets,404
3C6fd0d86E7BAAF,Smith-Terrell,http://www.fowler.com/,Cameroon,User-centric tangible contingency,2003,Mental Health Care,404
Cc5E81A4Ab8de93,Hardin-Mcdowell,https://vance-arellano.com/,Sri Lanka,Operative mobile circuit,1994,Motion Pictures / Film,386
0bBadDD9247cAbb,Little Ltd,http://www.koch.com/,Mozambique,Cross-platform static workforce,1989,Farming,381
0BcE557FEb98Bdc,Mayo-Lane,http://www.paul.com/,United States Virgin Islands,Front-line fresh-thinking analyzer,1979,Publishing Industry,361
D343b9db0563A4e,Hunter-Kane,http://petersen-heath.com/,Cook Islands,Secured intangible functionalities,2004,Individual / Family Services,346
D1f772a3528ecfC,Whitehead and Sons,http://rasmussen.com/,Bolivia,Stand-alone motivating alliance,2005,Oil / Energy / Solar / Greentech,338
61521F79cd45a7b,King-Howard,https://www.mason-mcdowell.com/,Barbados,Devolved asymmetric analyzer,1977,Education Management,321
9aCCDfeAF7b9Fd7,"Wade, Walls and Maynard",https://www.meyer.com/,Uruguay,Ameliorated neutral monitoring,1997,Alternative Medicine,317
eE2D54F3Ad9c126,Cantrell-Glover,https://www.lowe-andrade.com/,Aruba,Reduced foreground firmware,1970,Facilities Services,313
C7AFe1E7295d09a,Roth and Sons,http://durham.com/,Angola,Visionary heuristic throughput,1994,Computer Hardware,311
DFCaDAD69fE1D2A,"Guerra, Drake and Rangel",https://hartman.info/,Cambodia,Networked user-facing application,2005,Warehousing,305
FE7fbd9a048C647,"Parsons, Bradshaw and Waller",https://warner.com/,French Southern Territories,Optimized interactive Graphic Interface,2021,Philanthropy,275
7D71D0cC5fBb4AF,Moon-Brewer,https://www.rowe.biz/,South Africa,Re-engineered tangible info-mediaries,1983,Furniture,226
9ec72158e7c46d2,"Blackwell, Kidd and Shields",http://lester.org/,Bolivia,Multi-lateral object-oriented neural-net,1971,Higher Education / Acadamia,219
7E80E8b87d21c15,"Rush, Wilson and Vaughan",http://bass.com/,Moldova,Implemented encompassing help-desk,1974,Food / Beverages,168
a1C2B67b5A01adf,Boyd LLC,https://herrera.com/,American Samoa,Open-architected multi-tasking functionalities,1975,Luxury Goods / Jewelry,159
9d7e4C3afD2392c,Mckee-Bonilla,http://www.charles.net/,Bolivia,Cross-platform heuristic model,2013,Leisure / Travel,157
EA8a779beC3c8FF,Romero-Aguirre,https://www.cooley.com/,Bahamas,Digitized demand-driven emulation,2006,Think Tanks,142
Fda5EAa1EFc8169,Duncan Inc,https://donaldson-arroyo.com/,Lithuania,Diverse national knowledgebase,2020,Photography,131
fA6F5FdDe1fA676,"Gamble, Golden and Bauer",http://www.mooney-dunlap.com/,Yemen,Intuitive uniform monitoring,2004,Veterinary,123
edbCE3CdFcB93fb,Chase-Chandler,http://www.fritz.com/,Namibia,Right-sized client-server open system,1991,Construction,117
e5cab57FFF6f4bd,Abbott-Arroyo,http://delgado.net/,Hungary,Visionary holistic firmware,1994,Architecture / Planning,117
fa86Cf14EFab3DC,Patton Inc,http://moreno.info/,Seychelles,Cloned mobile architecture,2002,Venture Capital / VC,95
bde405D2e490EBe,Salazar-Hanson,https://www.berry.com/,Andorra,Self-enabling empowering focus group,1988,Biotechnology / Greentech,92
a2A1fCeeD2Eb3C9,Jacobson-Wang,https://coleman-owens.com/,Gibraltar,Triple-buffered foreground software,1972,Alternative Medicine,68
AF1F4eAFeF4dC1a,Brooks LLC,http://www.pollard-gross.com/,Norway,Re-engineered holistic analyzer,2004,Business Supplies / Equipment,58
Adbab402A9cC80a,"Hickman, Valentine and Krause",https://reyes.net/,Northern Mariana Islands,Decentralized coherent protocol,1992,Furniture,56
1f8d1eb79aAD8e6,Moss Inc,http://barrett.com/,Grenada,Secured client-driven array,1997,Electrical / Electronic Manufacturing,48
4726122456a714a,"Levine, Buchanan and Lara",http://www.golden.org/,Romania,Enterprise-wide intangible extranet,1971,Shipbuilding,38
eA9ae13Ec55d01E,Novak-Gates,http://tyler.com/,Svalbard & Jan Mayen Islands,Digitized transitional benchmark,1980,Translation / Localization,36
27CEbbbBCF4E17f,Curtis LLC,http://www.davenport.com/,Finland,Upgradable demand-driven success,1975,Philanthropy,36
0D2d0dC2ddb267C,Alvarado-Anthony,http://www.perry-mcgee.com/,Cape Verde,Down-sized interactive core,1978,Outsourcing / Offshoring,28
F4BDEc9dBC6fD93,Pacheco-Bruce,http://duffy-kent.com/,Ecuador,Open-architected radical website,1982,Furniture,20
51AcF1269e194E8,Parrish Group,http://www.wright.com/,British Indian Ocean Territory (Chagos Archipelago),Persevering incremental contingency,2019,Hospital / Health Care,1
